'jian'qiao'bei	建桥杯	011124.129632.121324	51111254.1234313432.12341324
'dan'gan'po'bai	单杆破百	438112.12112.145324.1381	43251112.1234112.1325153254.132511
'dan'gui	单桧	438112.123414	43251112.1234341154
'dan'yu'shuang'dui'lian	单与双对练	438112.151.5454.54124.551554	43251112.151.5454.54124.55115534
'dan'yu'ruan'dui'lian	单与软对练	438112.151.773534.54124.551554	43251112.151.15213534.54124.55115534
'dan'bian	单鞭	438112.183214	43251112.122125112321251134
'dan'jie	单劫	438112.195453	43251112.1215453
'dan'bu	单步	438112.21233	43251112.2121233
'dan'xing'dao	单行道	438112.33112.431384	43251112.332112.431325111454
'dan'jiao	单胶	438112.366634	43251112.3511413434
'dan'guan	单关	438112.4334	43251112.431134
'dan'guan'wu'e'shou	单关无恶手	438112.4334.1135.12265.67	43251112.431134.1135.1224314544.3112
'dan'guan'jiao	单关角	438112.4334.35	43251112.431134.3535112
'dan'guan'di'jiao	单关缔角	438112.4334.556125.35	43251112.431134.551414345252.3535112
'dan'tao'tai'zhi	单淘汰制	438112.443594.441344.311252	43251112.44135311252.4411344.31125222
'dan'tao'tai'sai	单淘汰赛	438112.443594.441344.467638	43251112.44135311252.4411344.44511221342534
'dan'guan	单官	438112.462511	43251112.44525151
'dan'dao'fa'xuan	单刀法选	438112.53.441954.319354	43251112.53.44112154.312135454
'dan'dao'jin'qiang	单刀进枪	438112.53.76454.123455	43251112.53.1132454.12343455
'dan'shuang'qi	单双棋	438112.5454.1270	43251112.5454.123412211134
'dan'zi'teng	单子腾	438112.58.364350	43251112.521.3511431134551
'dan'fang'xian'shou	单方先手	438112.60.31935.67	43251112.4153.312135.3112
'dan'fang'sheng	单方胜	438112.60.36371	43251112.4153.351131121
'dan'shou'jie'qiu	单手接球	438112.67.106159.111244	43251112.3112.12141431531.11211241344
'dan'shou'fan'shou	单手反手	438112.67.3354.67	43251112.3112.3354.3112
'dan'xiao'na	单晓娜	438112.811535.595112	43251112.2511153135.531511352
'dan'ming'jie	单明杰	438112.8136.1269	43251112.25113511.12344444
'zhuo'shou	着手	4382.67	43111325111.3112
'shou'tou'shi	兽头式	438310.44134.112154	43251211251.44134.112154
'lou'ji	漏击	440716.1120	44151312524444.11252
'lou'feng'fang'xiang'bu'wei'di	漏风方向不围地	440716.3534.60.32580.1324.251151.19525	44151312524444.3534.4153.325251.1324.2511521.121525
'lou'zhe	漏着	440716.4382	44151312524444.43111325111
'zhe'jiang'xin'hu'wei'qi	浙江新湖围棋	441032.44121.611232.441286.251151.1270	4411213312.441121.4143112343312.441122513511.2511521.123412211134
'zhe'jiang'xin'hu'wei'qi'dui	浙江新湖围棋队	441032.44121.611232.441286.251151.1270.5234	4411213312.441121.4143112343312.441122513511.2511521.123412211134.5234
'wang'zhen'xiong	汪振雄	4411.101314.135431	4411121.1211311534.135432411121
'wang'yun'feng	汪云峰	4411.1154.209071	4411121.1154.2523541112
'wang'jian'hong	汪见虹	4411.2535.26121	4411121.2535.251214121
'wang'yang	汪洋	4411.444312	4411121.441431112
'wang'han'nian	汪汉年	4411.4454.311212	4411121.44154.311212
'wang'tao	汪涛	4411.447314	4411121.4411113124
'wang'hui	汪慧	4411.717105	4411121.111211125114544
'wang'shu	汪曙	4411.818411	4411121.25112522112132511
'qian'wo	浅握	441154.100719	44111534.121513154121
'qian'xue	浅削	441154.242512	44111534.243251122
'qian'xiao	浅消	441154.442421	44111534.4412432511
'dou'qiang	斗枪	4412.123455	4412.12343455
'dou'li'xing	斗笠形	4412.3761.113233	4412.31431441431.1132333
'dou'li'si	斗笠四	4412.3761.84	4412.31431441431.25351
'dou'li	斗力	4412.53	4412.53
'mu'hong'yi	沐红衣	4412.55121.413534	4411234.551121.413534
'dou'fang	斗方	4412.60	4412.4153
'jiang'tian'yi	江天一	44121.1134.1	441121.1134.1
'jiang'nan'di'yi'jian	江南第一剑	44121.122542.375723.1.341642	441121.122543112.31431451523.1.341443122
'jiang'yuan'da'shi'jie	江原大世界	44121.133814.134.185.833432	441121.1332511234.134.12215.251213432
'jiang'lin	江霖	44121.161212	441121.1452444412341234
'jiang'su'wu'xi'dui	江苏无锡队	44121.175344.1135.918133.5234	441121.1225344.1135.3111525113533.5234
'jiang'su'qi'yuan	江苏棋院	44121.175344.1270.524615	441121.1225344.123412211134.524451135
'jiang'jia'liang	江嘉良	44121.195380.403	441121.12125143153251.4511534
'jiang'yong'qing	江用卿	44121.35112.353032	441121.35112.3535115452
'jiang'hu'er'lao	江湖二老	44121.441286.11.19335	441121.441122513511.11.121335
'jiang'hong'jie	江宏杰	44121.461354.1269	441121.4451354.12344444
'jiang'wei'jie	江维杰	44121.553241.1269	441121.55132411121.12344444
'jiang'ming'jiu	江鸣久	44121.8099.354	441121.25135451.354
'jiang'ling'bei	江铃杯	44121.913444.121324	441121.3111534454.12341324
'jiang'zhu'jiu	江铸久	44121.917314.354	441121.311151113124.354
'xiang'jun	湘军	441282.4577	441123425111.451512
'xiang'xi'feng'huang	湘西凤凰	441282.74.3554.353811	441123425111.125351.3554.35325111121
'hu'ren	湖人	441286.34	441122513511.34
'tou'quan	头拳	44134.4367	44134.4311343112
'tou'tai	头台	44134.5480	44134.54251
'tou'qing	头轻	44134.775411	44134.152154121
'li'qing'qiu'chang	沥青球场	441353.712511.111244.19533	4411353.11212511.11211241344.121533
'hui'yi'feng	汇一丰	4415.1.71	44115.1.1112
'xiao'xiang'she	潇湘社	441704.441282.6219	44112251123234.441123425111.4524121
'man'qiu'shu	满球数	441714.111244.685990	4411221253434.11211241344.4312345313134
'man'li	满丽	441714.125424	4411221253434.1254254
'man'fen'gan	满分杆	441714.3453.12112	4411221253434.3453.1234112
'man'lei	满垒	441714.545459	4411221253434.545454121
'guan'jiao	灌胶	441781.366634	44112225125132411121.3511413434
'guan'gai'zhong'zhou	灌溉中州	441781.440315.802.434242	44112225125132411121.441511541535.2512.434242
'he'nan'dui	河南队	441802.122542.5234	44112512.122543112.5234
'he'cheng'feng	河成奉	441802.135534.73112	44112512.135534.11134112
'he'bei'dui	河北队	441802.21135.5234	44112512.21135.5234
'he'luo	河洛	441802.449080	44112512.441354251
'he'luo'qian'tiao'dai'zheng'zhi	河洛千条待整治	441802.449080.312.9012.331914.180231.445480	44112512.441354251.312.3541234.332121124.1251234313412121.44154251
'he'hao'zhen	河好贞	441802.5958.2128	44112512.531521.212534
'he'can'xi	河灿锡	441802.6920.918133	44112512.4334252.3111525113533
'he'xun'xi	河勋熙	441802.802853.725159	44112512.251253453.12251255154444
'he'ye'lin	河野临	441802.812114.223141	44112512.25112115452.223142521
'he'ye'man	河野满	441802.812114.441714	44112512.25112115452.4411221253434
'shu'yan'ling'ye	漱咽灵液	441804.802511.0169.444134	44112512343534.251251341.5114334.44141323544
'lai'zha'yi	濑扎衣	441808.105.413534	4411251234352534.1215.413534
'lai'chuan'liang'xiong	濑川良雄	441808.322.403.135431	4411251234352534.322.4511534.135432411121
'lai'yue'xian'zuo	濑越宪作	441808.761554.463195.323121	4411251234352534.121213415534.445312135.3231211
'hong'tai'shan	洪太善	441834.1344.431240	441122134.1344.431112431251
'hong'cai'xia	洪彩霞	441834.391233.1607	441122134.34431234333.14524444512115154
'hong'men'quan	洪门拳	441834.42.4367	441122134.425.4311343112
'hong'tong'tong'bei'quan	洪洞通背拳	441834.442510.542514.211351.4367	441122134.441251251.5425112454.211352511.4311343112
'hong'qing'quan	洪清泉	441834.447121.381254	441122134.44111212511.325112534
'hong'jia'quan	洪家拳	441834.4613.4367	441122134.4451353334.4311343112
'hong'zhang'zhi	洪章植	441834.618112.121227	441122134.41431251112.123412251111
'hong'yan	洪艳	441834.713555	441122134.1112355215
'hong'min'biao	洪旼杓	441834.8166.12354	441122134.25114134.1234354
'hong'zhong'xian	洪钟贤	441834.91802.225428	441122134.311152512.22542534
'fa'la	法拉	441954.1061	44112154.12141431
'fa'la'sheng'gong'yuan	法拉盛公园	441954.1061.135534.3454.251131	44112154.12141431.13553425221.3454.2511351
'fa'la'li	法拉利	441954.1061.9222	44112154.12141431.3123422
'fa'la'li'guan'wang	法拉利官网	441954.1061.9222.462511.253434	44112154.12141431.3123422.44525151.253434
'fa'la'li'sai'che	法拉利赛车	441954.1061.9222.467638.77	44112154.12141431.3123422.44511221342534.1512
'fa'la'li'che'dui	法拉利车队	441954.1061.9222.77.5234	44112154.12141431.3123422.1512.5234
'fa'tian'di	法天地	441954.1134.19525	44112154.1134.121525
'fa'ka'si	法卡斯	441954.21124.703312	44112154.21124.122111343312
'fa'guo'ma'ni'ku'er'sai'dao	法国马尼库尔赛道	441954.251141.50.0735.4777.35234.467638.431384	44112154.25112141.551.51335.4131512.35234.44511221342534.431325111454
'fa'guo'ba'li'yin'hang'da'shi'sai	法国巴黎银行大师赛	441954.251141.5215.923534.9103.33112.134.23125.467638	44112154.25112141.5215.312343533424134.31115511534.332112.134.231252.44511221342534
'fa'shui	法水	441954.2534	44112154.2534
'fa'ji'ning'hua'hai'li'lian'jing'qi'shen	法基凝化还理练精气神	441954.7019.413598.3235.132444.118121.551554.687121.67.6283	44112154.12211134121.4135311345452134.3235.1324454.11212511211.55115534.43123411212511.3115.452425112
'fa'li'de	法里德	441954.81211.331285	44112154.2511211.332122522114544
'she'chuan'chun'hai	涉川春海	442123.322.7381.443106	4412121233.322.111342511.4413155414
'zhan'zhan'lian'sui	沾粘连随	442180.682180.77454.521324	44121251.43123421251.1512454.52132511454
'sha'la'la	沙拉拉	442343.1061.1061	4412343.12141431.12141431
'sha'song'lan'de'er	沙松兰德尔	442343.123454.431.331285.35234	4412343.12343454.43111.332122522114544.35234
'sha'shi'huan'chong'qu	沙石缓冲区	442343.14.553914.41802.1345	4412343.13251.551344311354.412512.1345
'sha'ba'zi	沙巴兹	442343.5215.431566	4412343.5215.431554554
'sha'chen'bin	沙陈斌	442343.521524.661124	4412343.5215234.413411212154
'sha'li'qi	沙里奇	442343.81211.134182	4412343.2511211.13412512
'sha'yu'dao	鲨鱼岛	442348.98.9920	441234335251211.35251211.3545252
'xiao'jie	消劫	442421.195453	4412432511.1215453
'xiao'zhang	消长	442421.3154	4412432511.3154
'ce'su'qi	测速器	442822.180234.808010	441253422.1251234454.2512511344251251
'ce'shi'qi	测试棋	442822.401124.1270	441253422.45112154.123412211134
'ce'yan'qi	测验棋	442822.503411.1270	441253422.5513414431.123412211134
'hai'mian	海面	443106.132521	4413155414.132522111
'hai'fei'er'de	海菲尔德	443106.1723.35234.331285	4413155414.12221112111.35234.332122522114544
'hai'yin'huo'fu'man	海茵霍夫曼	443106.172511.163241.1134.818454	4413155414.122251341.1452444432411121.1134.25112522154
'hai'zuo'ni'ya	海佐尼亚	443106.321311.0735.122	4413155414.3213121.51335.122431
'hai'xin'qiu'chang	海信球场	443106.3240.111244.19533	4413155414.324111251.11211241344.121533
'hai'dian'qi'yuan	海淀棋院	443106.444614.1270.524615	4413155414.44144512134.123412211134.524451135
'hai'wo'de	海沃德	443106.4496.331285	4413155414.4413134.332122522114544
'hai'di'fan'hua	海底翻花	443106.473514.368834.173235	4413155414.41335154.343123425121541541.1223235
'hai'di'zhen	海底针	443106.473514.9112	4413155414.41335154.3111512
'hai'fei'er'de	海费尔德	443106.573228.35234.331285	4413155414.515322534.35234.332122522114544
'hai'ji'ke'wa'lai'ning	海基科瓦莱宁	443106.7019.924412.79.17168.4612	4413155414.12211134121.312344412.1554.1221431234.44512
'hai'ye	海耶	443106.7252	4413155414.12211152
'hai'chang'er'miao'ji	海昌二妙集	443106.8181.11.592343.324172	4413155414.25112511.11.5312343.324111211234
'xi'wu'zang	洗五脏	443195.1251.364719	441312135.1251.3511413121
'xi'xin'ge	洗心阁	443195.65.429080	441312135.4544.425354251
'ao'da'li'ya'da'jiang'sai	澳大利亚大奖赛	443254.134.9222.122.134.412904.467638	441325431234134.134.3123422.122431.134.412354134.44511221342534
'ao'da'li'ya'bao'xian'gong'si'guo'ji'sai	澳大利亚保险公司国际赛	443254.134.9222.122.328012.523411.3454.5180.251141.521124.467638	441325431234134.134.3123422.122431.322511234.523414431.3454.51251.25112141.5211234.44511221342534
'ao'da'li'ya'gong'kai'sai	澳大利亚公开赛	443254.134.9222.122.3454.1132.467638	441325431234134.134.3123422.122431.3454.1132.44511221342534
'ao'da'li'ya'che'shou	澳大利亚车手	443254.134.9222.122.77.67	441325431234134.134.3123422.122431.1512.3112
'ao'zhou'zhi'wang	澳洲之王	443254.444342.454.11	441325431234134.441434242.454.1121
'ao'zhou'ye'tu	澳洲野兔	443254.444342.812114.358034	441325431234134.441434242.25112115452.35251354
'yu'gao'qi'she	渝高棋社	443412.412580.1270.6219	441341251122.4125125251.123412211134.4524121
'mei'qi	没棋	443554.1270	4413554.123412211134
'mei'jie	没劫	443554.195453	4413554.1215453
'tao'tai'sai	淘汰赛	443594.441344.467638	44135311252.4411344.44511221342534
'pan'da'fu	潘大福	443683.134.621803	441343123425121.134.4524125125121
'pan'feng	潘峰	443683.209071	441343123425121.2523541112
'pan'fei	潘非	443683.23	441343123425121.21112111
'pan'lang'dong	潘朗东	443683.40336.15234	441343123425121.4511543511.15234
'pan'shan'qi	潘善琪	443683.431240.1170	441343123425121.431112431251.112112211134
'pan'wen'jun	潘文君	443683.66.01380	441343123425121.4134.5113251
'ji'mao	激矛	443810.543	4413251141533134.54523
'fu'qi	浮棋	443958.1270	4413443521.123412211134
'fu'ping'guai	浮萍拐	443958.174412.108053	4413443521.12244114312.12125153
'lang'zi'yan'qing	浪子燕青	44403.58.188029.712511	4414511534.521.1221251211354444.11212511
'liu'jin	鎏金	444151.91	441415432534112431.34112431
'liu'xing'chui	流星锤	444155.81371.913121	4414154325.251131121.3111531212211
'jian'cao'shan'hua'yi'cha'na	涧草山花一刹那	444281.178112.20.173235.1.341222.511352	4414252511.122251112.252.1223235.1.34123422.511352
'shen'wo	深握	444532.100719	44145341234.121513154121
'shen'zhen'rong'gen	深圳荣根	444532.19322.174512.1203	44145341234.121322.122451234.1234511534
'shen'zhen'rong'gen'dui	深圳荣根队	444532.19322.174512.1203.5234	44145341234.121322.122451234.1234511534.5234
'shen'zhen'dao'cao'ren	深圳稻草人	444532.19322.923994.178112.34	44145341234.121322.312343443321511.122251112.34
'shen'si'wang'yi'zhu'shou	深思网弈助手	444532.8365.253434.66132.2753.67	44145341234.251214544.253434.413234132.2511153.3112
'nong'qing'yi'jian	浓情一剑	444534.497121.1.341642	441453534.44211212511.1.341443122
'nong'mei'ge	浓眉哥	444534.521382.180212	441453534.521325111.1251212512
'shen'jun'shan	沈君山	444535.01380.20	4414535.5113251.252
'chen'xiang	沉相	444535.1282	4414535.123425111
'chen'zhu'ying'zhan	沉著应战	444535.171931.47641.218014	4414535.12212132511.4134431.212511534
'shen'yan'fei	沈燕飞	444535.188029.534	4414535.1221251211354444.534
'shen'you'xie	沈佑燮	444535.321380.406964	4414535.3213251.41112514334433454
'chen'jian'chui'zhou	沉肩垂肘	444535.407251.312121.36124	4414535.45132511.31212211.3511124
'chen'jian'zhui'zhou	沉肩坠肘	444535.407251.523419.36124	4414535.45132511.5234121.3511124
'chen'di	沉底	444535.473514	4414535.41335154
'shen'jing	沈静	444535.712512	4414535.11212511355112
'shen'guo'sun	沈果孙	444535.8112.58234	4414535.25111234.521234
'shen'man'rong	沈曼蓉	444535.818454.174693	4414535.25112522154.1224453434251
'shen'feng'chun	沈逢春	444535.907144.7381	4414535.3541112454.111342511
'yong'chun'quan	泳春拳	444554.7381.4367	44145534.111342511.4311343112
'hun'yuan	浑元	444577.1135	441451512.1135
'hun'yuan'zhuang	浑元桩	444577.1135.124719	441451512.1135.1234413121
'hun'yuan'zhuang	浑圆桩	444577.258021.124719	441451512.2525125341.1234413121
'hun'hua	浑化	444577.3235	441451512.3235
'yan'wu'tu	演武图	444614.112154.259041	44144512512134.11212154.25354441
'dian'ji	淀积	444614.928034	44144512134.3123425134
'wa'nei'xiu'zhi	漥内秀知	444639.2534.9253.9480	44144534121121.2534.3123453.31134251
'du'guo	渡过	444714.124454	441413122154.124454
'du'bian'ying'fu	渡边英夫	444714.53454.172514.1134	441413122154.53454.12225134.1134
'chi'min'heng	池旼亨	44525.8166.4152	441525.25114134.4125152
'bo'sa'na	波萨那	445324.175263.511352	44153254.12252414313.511352
'bo'di'si	波蒂斯	445324.176125.703312	44153254.122414345252.122111343312
'bo'shi'dun	波士顿	445324.19.152518	44153254.121.1525132534
'bo'shi'dun'kai'er'te'ren	波士顿凯尔特人	445324.19.152518.205155.35234.311914.34	44153254.121.1525132534.25251535.35234.3121121124.34
'bo'ta	波塔	445324.191792	44153254.121122341251
'bo'te'lan'kai'tuo'zhe	波特兰开拓者	445324.311914.431.1132.1014.19381	44153254.3121121124.43111.1132.12113251.12132511
'bo'yi'si'lei'si	波伊思雷斯	445324.32013.8365.1683.703312	44153254.325113.251214544.1452444425121.122111343312
'bo'shen	波什	445324.3212	44153254.3212
'bo'er	波尔	445324.35234	44153254.35234
'bo'er'dai	波尔戴	445324.35234.121834	44153254.35234.12125121122134534
'bo'er'dai'si	波尔戴斯	445324.35234.121834.703312	44153254.35234.12125121122134534.122111343312
'bo'er'jin'ji'si	波尔津吉斯	445324.35234.440112.1980.703312	44153254.35234.441511112.121251.122111343312
'bo'pu	波普	445324.431221	44153254.431224312511
'bo'pu'bei	波普杯	445324.431221.121324	44153254.431224312511.12341324
'po'luo'men'fa	婆罗门法	445329.8490.42.441954	44153254531.25221354.425.44112154
'tang'pu'sen	汤普森	44533.431221.121212	441533.431224312511.123412341234
'tang'ping'qi'shi	汤瓶七式	44533.433279.15.112154	441533.4311321554.15.112154
'tang'mu'si'bei'sai	汤姆斯杯赛	44533.5906.703312.121324.467638	441533.53155414.122111343312.12341324.44511221342534
'liang'jian	梁建	445342.011124	44153441234.51111254
'liang'bo'chao	梁博超	445342.121254.765380	44153441234.121251124124.121213453251
'liang'zhu'en	梁柱恩	445342.12411.251345	44153441234.123441121.2513414544
'liang'xiang'guo	梁相国	445342.1282.251141	44153441234.123425111.25112141
'liang'ge'liang	梁戈亮	445342.1534.414535	44153441234.1534.412514535
'liang'wei'tang	梁伟棠	445342.321152.248012	44153441234.321152.243452511234
'liang'he'nian	梁鹤年	445342.453249.311212	44153441234.453241112135451.311212
'liang'zai'hao	梁宰豪	445342.466112.414513	44153441234.4454143112.41251451353334
'liang'ya'di	梁雅娣	445342.793241.594353	44153441234.152332411121.5314351523
'liang'wei'jin	梁魏今	445342.925995.3445	44153441234.31234531325113554.3445
'han'tu'chu'wa	汉图楚娃	4454.259041.121208.591919	44154.25354441.1234123452134.531121121
'han'fu	汉斧	4454.343432	44154.34343312
'han'mi'er'dun	汉密尔顿	4454.466520.35234.152518	44154.44545434252.35234.1525132534
'shen'tou'liu	渗透流	445413.925344.444155	44154134333.3123453454.4414154325
'yong'quan'xue'xu	涌泉穴虚	445422.381254.4634.8722	4415425112.325112534.44534.21531522431
'zhi'wan'bing'zuo'gong'jue	治万病坐功诀	445480.153.481254.343419.12153.405134	44154251.153.4134112534.3434121.12153.455134
