君士坦丁堡	01380.19.19811.12.328019
凤凰歌剧院	3554.3538.18021.07128.524
凤凰歌剧院	3554.353811.180214.071282.524615
凤凰墩	3554.3538.19415
凤凰墩	3554.353811.194150
凤凰山	3554.3538.20
凤凰山	3554.353811.20
凤凰山高句丽山城	3554.3538.20.418.3580.125425.20.1913
凤凰山高句丽山城	3554.353811.20.4180.3580.125424.20.191354
象鼻山	358.98.20
象鼻山	358034.98.20
龟山	35815.20
龟山汉墓	35815.20.4454.178119
龟山电视塔	35815.20.815.6225.1917
龟山电视塔	35815.20.815.622535.191794
龟兹古城	35815.43565.1280.1913
龟兹古城	35815.435656.1280.191354
月观亭	36.5425.4112
月观亭	36.542535.4112
月牙泉	36.79.3812
月牙泉	36.79.381254
腊塔纳基里	3618.1917.5525.701.812
腊塔纳基里	361881.191794.552534.7019.81211
腊包尔港	3618.355.3523.44183
腊包尔港	361881.35515.35234.441835
腓特烈斯塔	3623.3119.13226.7033.1917
腓特烈斯塔	3623.311914.132269.7033.191794
腓特烈西亚	3623.3119.13226.74.122
腓特烈西亚	3623.311914.132269.74.122
胭脂峡	362.36358.20143
胭脂峡	362511.363581.201434
胭脂泉	362.36358.3812
胭脂泉	362511.363581.381254
滕王阁	364324.11.429
滕王阁	364324.11.429080
腾蛟泉	36435.26663.3812
腾蛟泉	364350.266634.381254
释迦如来舍利塔	3685.538044.598.168.341120.922.1917
释迦如来舍利塔	368542.538044.5980.168.341120.9222.191794
悉尼	3686.0735
悉尼	36865.0735
悉尼歌剧院	3686.0735.18021.07128.524
悉尼歌剧院	36865.0735.180214.071282.524615
悉尼当代艺术馆	3686.0735.240.32154.175.124.304
悉尼当代艺术馆	36865.0735.2401.32154.175.124.304621
鄱阳湖	368832.528.44128
鄱阳湖	368832.5281.441286
竹湾海滩	37.44665.4431.44543
竹湾海滩	37.446657.443106.445431
策马特峰	37125.50.3119.209
策马特峰	371254.50.311914.209071
箬横乡村跑马场	3717.1218.56.12124.2935.50.1953
箬横乡村跑马场	371710.121884.56.12124.293555.50.19533
筛月亭	3723.36.4112
筛月亭	372315.36.4112
箇山村落	372511.20.12124.1744
箇山村落	372511.20.12124.174490
符拉迪沃斯托克	373.1061.8345.4494.7033.10315.12803
符拉迪沃斯托克	373214.1061.83454.4494.7033.10315.128035
箭竹林	3743.37.1212
箭竹林	374322.37.1212
簿仁寺	3744.3211.19124
簿仁寺	374414.3211.19124
第比利斯	375.1535.922.7033
第比利斯	375723.1535.9222.7033
第聂伯罗波得罗夫斯克	375.725454.32381.849.4453.338.849.1134.7033.12803
第聂伯罗波得罗夫斯克	375723.725454.32381.8490.445324.338114.8490.1134.7033.128035
禹王台	3802.11.548
禹王台	380254.11.5480
禹工城址	3802.121.1913.1921
禹工城址	380254.121.191354.1921
禹门口	3802.42.80
禹门口	380254.42.80
白云古洞	381.1154.1280.4425
白云古洞	381.1154.1280.442510
白云寺	381.1154.19124
白云山	381.1154.20
白云源	381.1154.44133
白云源	381.1154.441334
白云洞	381.1154.4425
白云洞	381.1154.442510
白云观	381.1154.5425
白云观	381.1154.542535
白云景区	381.1154.814.1345
白云景区	381.1154.814124.1345
白求恩模范病室旧址	381.1241.251345.1217.17445.48.4615.281.1921
白求恩模范病室旧址	381.124134.251345.121784.174455.481254.461549.281.1921
白求恩手术室旧址	381.1241.251345.97.124.4615.281.1921
白求恩手术室旧址	381.124134.251345.97.124.461549.281.1921
白杨沟	381.12533.44355
白杨沟	381.12533.443554
白龙寺	381.13534.19124
白龙泉	381.13534.3812
白龙泉	381.13534.381254
白石泉	381.14.3812
白石泉	381.14.381254
白石头景区	381.14.4413.814.1345
白石头景区	381.14.44134.814124.1345
白花泉	381.17.3812
白花泉	381.173235.381254
白茫雪山	381.17444.160.20
白茫雪山	381.174445.1601.20
白塔	381.1917
白塔	381.191794
白塔寺	381.1917.19124
白塔寺	381.191794.19124
白塔峪塔	381.1917.2094.1917
白塔峪塔	381.191794.2094.191794
白堤	381.19817
白堤	381.198176
白水河	381.253.441
白水河	381.2534.441802
白水涧鹳山	381.253.44428.178086.20
白水涧鹳山	381.2534.444281.178086.20
白鹭天堂	381.2990.1134.2419
白鹭天堂	381.299086.1134.2419
白川乡	381.322.56
白俄罗斯	381.323124.849.7033
白俄罗斯	381.323124.8490.7033
白公馆	381.3454.304
白公馆	381.3454.304621
白公泉	381.3454.3812
白公泉	381.3454.381254
白胎寺	381.3654.19124
白胎寺	381.365480.19124
白泉	381.3812
白泉	381.381254
白头山	381.4413.20
白头山	381.44134.20
白头山天池	381.4413.20.1134.4452
白头山天池	381.44134.20.1134.44525
白沙壁画	381.442.0719.183
白沙壁画	381.442343.0719.18352
白沙井	381.442.78
白沙井	381.442343.78
白洋淀	381.4443.44467
白洋淀	381.44432.444676
白宫	381.4680
白宫	381.468080
白鹿岩	381.47.2014
白鹿洞	381.47.4425
白鹿洞	381.47.442510
白庙	381.478
白庙	381.4783
白马雪山	381.50.160.20
白马雪山	381.50.1601.20
白马寺	381.50.19124
白马崖	381.50.20131
白马崖	381.50.201319
白娘子	381.594.58
白娘子	381.59403.58
白帝城	381.6125.1913
白帝城	381.6125.191354
白神山地	381.6283.20.195
白神山地	381.6283.20.19525
白哈巴	381.809.5215
白哈巴	381.8094.5215
白哈巴哨所	381.809.5215.8024.335
白哈巴哨所	381.8094.5215.802411.335133
白虎泉	381.873.3812
白虎泉	381.8735.381254
白金汉宫	381.91.4454.4680
白金汉宫	381.91.4454.468080
白鸽巢公园	381.9496.058.3454.251
白鸽巢公园	381.9496.058112.3454.251131
皇甫寺塔	38111.12511.19124.1917
皇甫寺塔	38111.125114.19124.191794
皇华泉	38111.32351.3812
皇华泉	38111.323512.381254
皇家安大略博物馆	38111.46.465.134.839.121254.313.304
皇家安大略博物馆	38111.4613.4659.134.839080.121254.313533.304621
皇帝洞	38111.6125.4425
皇帝洞	38111.6125.442510
皇史宬	38111.8034.461354
皂河龙王庙	38115.441.13534.11.478
皂河龙王庙	38115.441802.13534.11.4783
泉南堂	3812.1225.2419
泉南堂	381254.122542.2419
泉州	3812.4342
泉州	381254.434242
卑尔根	38131.3523.120
卑尔根	381312.35234.1203
猗玕亭	381342.11112.4112
犹他州	3813.325.4342
犹他州	381354.32525.434242
的的喀喀湖	3.3.80469.80469.44128
的的喀喀湖	381354.381354.804690.804690.441286
的黎波里	3.92353.4453.812
的黎波里	381354.923534.445324.81211
自凤冢	382.3554.4513
自由女神像	382.83.59.6283.32358
自由女神像	382.83.59.6283.323584
狮子林	3823.58.1212
狮子林	382315.58.1212
狮子窝琉璃塔	3823.58.46802.11415.11413.1917
狮子窝琉璃塔	382315.58.468024.114155.114134.191794
狮身人面像	3823.99.34.13252.32358
狮身人面像	382315.99.34.132521.323584
独树成林	3826.125.135.1212
独树成林	3826.125414.135534.1212
独乐寺	3826.352.19124
独乐寺	3826.35234.19124
独孤泉	3826.583.3812
独孤泉	3826.583354.381254
独立英雄广场	3826.61.172.13543.47.1953
独立英雄广场	3826.61.172514.135431.47.19533
猴石山遗址	383.14.20.80212.1921
猴石山遗址	383254.14.20.802124.1921
猴岛	383.962
猴岛	383254.9620
狐突庙	3833.4613.478
狐突庙	383354.461344.4783
狗耳泉	38.72.3812
狗耳泉	383580.72.381254
狼山风景区	3840.20.353.814.1345
狼山风景区	38403.20.3534.814124.1345
狼牙山烈士塔	3840.79.20.13226.19.1917
狼牙山烈士塔	38403.79.20.132269.19.191794
猕猴洞	3857.383.4425
猕猴洞	385734.383254.442510
猛洞河	385.4425.441
猛洞河	385884.442510.441802
采列	3912.1322
爱丁堡	39.12.328019
爱丁堡	394514.12.328019
爱丽舍宫	39.125425.341120.4680
爱丽舍宫	394514.125424.341120.468080
爱达荷州	39.13445.1732.4342
爱达荷州	394514.134454.173212.434242
爱德华一世城堡	39.3312.32351.1.185.1913.328019
爱德华一世城堡	394514.331285.323512.1.185.191354.328019
爱尔兰	39.3523.43
爱尔兰	394514.35234.43
爱尔巴桑	39.3523.5215.54545
爱尔巴桑	394514.35234.5215.545452
爱沙尼亚	39.442.0735.122
爱沙尼亚	394514.442343.0735.122
爱民顿	39.5151.1525
爱民顿	394514.51515.152518
舜泉井	3945.3812.78
舜泉井	394592.381254.78
孚王府	3958.11.4732
孚王府	3958.11.473214
乳香之路	395.9281.454.299
乳香之路	39585.9281.454.299080
试茶泉	401.1734.3812
试茶泉	401124.173412.381254
计调	4012.4035
计调	4012.403510
证果寺	40121.8112.19124
谐趣园	4015.767.251
谐趣园	401531.767254.251131
诺夫哥罗德古迹	40173.1134.1802.849.3312.1280.664
诺夫哥罗德古迹	401710.1134.180212.8490.331285.1280.66454
诺劳	40173.17455
诺劳	401710.174553
诺埃尔肯普夫梅卡多国家公园	40173.19549.3523.2125.4322.1134.1231.2124.909.2.46.3454.251
诺埃尔肯普夫梅卡多国家公园	401710.195494.35234.212511.432281.1134.123106.2124.9090.251141.4613.3454.251131
诺贝尔旧居	40173.28.3523.281.0712
诺贝尔旧居	401710.28.35234.281.071280
诺敏风城	40173.31069.353.1913
诺敏风城	401710.310690.3534.191354
诺依斯	40173.32413.7033
诺依斯	401710.324134.7033
诺沃西比尔斯克	40173.4494.74.1535.3523.7033.12803
诺沃西比尔斯克	401710.4494.74.1535.35234.7033.128035
诺福克	40173.621.12803
诺福克	401710.621803.128035
诺曼底	40173.8184.473
诺曼底	401710.818454.473514
诗巫	4019.123431
诗巫	401914.123431
良渚文物博物馆	403.441931.66.313.121254.313.304
良渚文物博物馆	403.441931.66.313533.121254.313533.304621
良渚文化遗址	403.441931.66.3235.80212.1921
良渚文化遗址	403.441931.66.3235.802124.1921
良乡多室佛塔	403.56.909.4615.3257.1917
良乡多室佛塔	403.56.9090.461549.325732.191794
许仙	4031.3220
许仙	403112.3220
朗塞斯顿	40336.46781.7033.1525
朗塞斯顿	40336.467819.7033.152518
郎木寺	40352.12.19124
郎道	40352.4338
郎道	40352.433824
译蒙戈保护区	4054.17451.1534.3280.1067.1345
译蒙戈保护区	405412.174513.1534.328012.1067.1345
扇子崖	670.58.20131
扇子崖	6704.58.201319
扁鹊庙	6725.18819.478
扁鹊庙	672517.188196.4783
谭公庙	4074.3454.478
谭公庙	407482.3454.4783
扈泉	67805.3812
扈泉	678055.381254
谢拉山悬崖	4099.1061.20.27546.20131
谢拉山悬崖	409914.1061.20.275465.201319
谢菲尔德	4099.1723.3523.3312
谢菲尔德	409914.1723.35234.331285
谢里夫	4099.812.1134
谢里夫	409914.81211.1134
主教城堡	411.1935.1913.328019
主教城堡	411.193580.191354.328019
凌霄阁	4119.1624.429
凌霄阁	411930.162411.429080
状元街	4121.1135.3319
状元街	412134.1135.331912
京杭大运河	4123.124135.134.11544.441
京杭大运河	41234.124135.134.115444.441802
京都	4123.193
京都	41234.193812
京都古迹	4123.193.1280.664
京都古迹	41234.193812.1280.66454
京都第一瀑	4123.193.375.1.448114
京都第一瀑	41234.193812.375723.1.448114
京都宇治	4123.193.46112.445
京都宇治	41234.193812.46112.445480
京华园	4123.32351.251
京华园	41234.323512.251131
冰雪大世界	41253.160.134.185.833
冰雪大世界	412534.1601.134.185.833432
冰川国家公园	41253.322.2.46.3454.251
冰川国家公园	412534.322.251141.4613.3454.251131
冰川公园	41253.322.3454.251
冰川公园	412534.322.3454.251131
冰川湾国家公园	41253.322.44665.2.46.3454.251
冰川湾国家公园	412534.322.446657.251141.4613.3454.251131
冰冰泉	41253.41253.3812
冰冰泉	412534.412534.381254
冰灯游园会	41253.691.446.251.341
冰灯游园会	412534.6912.446038.251131.341154
冰岛	41253.962
冰岛	412534.9620
高丽城山城遗址	418.125425.1913.20.1913.80212.1921
高丽城山城遗址	4180.125424.191354.20.191354.802124.1921
高雄	418.13543
高雄	4180.135431
高芬轩	418.173453.77112
高芬轩	4180.173453.77112
高山岭	418.20.203
高山岭	4180.20.203444
高尔山山城	418.3523.20.20.1913
高尔山山城	4180.35234.20.20.191354
高梁桥	418.44534.129
高梁桥	4180.445342.129432
高台民居	418.548.5151.0712
高台民居	4180.5480.51515.071280
高蠡暴动烈士纪念塔	418.551326.8118.11545.13226.19.555.34456.1917
高蠡暴动烈士纪念塔	4180.551326.811834.115453.132269.19.55515.344565.191794
高昌古城	418.8181.1280.1913
高昌古城	4180.8181.1280.191354
高田马场	418.83.50.1953
高田马场	4180.83.50.19533
高岛	418.962
高岛	4180.9620
浆水泉	412904.253.3812
浆水泉	412904.2534.381254
将军山旅游名胜区	4129.45.20.603.446.90.363.1345
将军山旅游名胜区	412904.4577.20.603134.446038.9080.36371.1345
将军崖岩画	4129.45.20131.2014.183
将军崖岩画	412904.4577.201319.2014.18352
冷泉	4134.3812
冷泉	413444.381254
净寺	41350.19124
净寺	413501.19124
净峰寺	41350.209.19124
净峰寺	413501.209071.19124
净月潭	41350.36.44748
净月潭	413501.36.447482
净慈寺	41350.4356.19124
净慈寺	413501.435655.19124
净明泉	41350.8136.3812
净明泉	413501.8136.381254
衣阿华州	413.5218.32351.4342
衣阿华州	413534.521802.323512.434242
资圣寺	413538.5419.19124
资寿寺	413538.731.19124
资寿寺	413538.73124.19124
凉殿峡	414.07183.20143
凉殿峡	414124.071834.201434
亭可马里	4112.18.50.812
亭可马里	4112.1802.50.81211
亭湾骑射	4112.44665.501.991
亭湾骑射	4112.446657.501342.99124
豪格松	4113.1290.1234
豪格松	4113.129080.123454
豪尔费坎	4113.3523.573.19353
豪尔费坎	4113.35234.573228.193534
豪勋爵岛	4113.80285.398.962
豪勋爵岛	4113.802853.398404.9620
望都壁画墓	4153.193.0719.183.178119
望都壁画墓	415361.193812.0719.18352.178119
望水泉	4153.253.3812
望水泉	415361.2534.381254
望丛祠	4153.34341.6251
望丛祠	415361.34341.625180
望儿山	4153.35.20
望儿山	415361.35.20
望京石	4153.4123.14
望京石	415361.41234.14
望江楼公园	4153.44121.126.3454.251
望江楼公园	415361.44121.126859.3454.251131
望江门	4153.44121.42
望江门	415361.44121.42
望湖楼	4153.44128.126
望湖楼	415361.441286.126859
望海楼教堂	4153.4431.126.1935.2419
望海楼教堂	415361.443106.126859.193580.2419
望加锡	4153.538.9181
望加锡	415361.5380.918133
玄武湖	4156.1121.44128
玄武湖	4156.112154.441286
玄中寺	4156.802.19124
雍布拉康	41563.1325.1061.470
雍布拉康	415631.1325.1061.470124
雍和宫	41563.9.4680
雍和宫	415631.9280.468080
郭沫若故居	41585.44112.1713.12809.0712
郭沫若故居	415852.44112.171380.128090.071280
郭庄	41585.4719
郭庄	415852.4719
敦刻尔克	41589.41533.3523.12803
敦刻尔克	415890.415332.35234.128035
敦贺	41589.53802
敦贺	415890.538028
冲磨亚群岛	41802.471214.122.0138.962
冲磨亚群岛	41802.471214.122.013802.9620
冲绳	41802.5580
冲绳	41802.558085
况公祠	41803.3454.6251
况公祠	418035.3454.625180
襄汾造像碑	41808.443453.3198.32358.1438
襄汾造像碑	418084.443453.319804.323584.143812
门德费拉	42.3312.573.1061
门德费拉	42.331285.573228.1061
门司	42.518
门司	42.5180
阖闾墓	42195.42808.178119
阖闾墓	421954.428080.178119
阖闾城	42195.42808.1913
阖闾城	421954.428080.191354
阆苑石海	42403.179.14.4431
阆苑石海	42403.179055.14.443106
阅吉楼	4243.1980.126
阅吉楼	424385.1980.126859
阁院禅林寺	429.524.6243.1212.19124
阁院禅林寺	429080.524615.624382.1212.19124
兰格尔山	43.1290.3523.20
兰格尔山	43.129080.35234.20
兰凯斯特	43.2051.7033.3119
兰凯斯特	43.205155.7033.311914
兰亭碎亭	43.4112.1441.4112
兰亭碎亭	43.4112.144132.4112
兰巴雷内	43.5215.1683.2534
兰陵王碑	43.5219.11.1438
兰陵王碑	43.521930.11.143812
美榔双塔	431.1240.5454.1917
美榔双塔	431114.124032.5454.191794
美丽海岸	431.125425.4431.2013
美丽海岸	431114.125424.443106.201312
美丽之冠	431.125425.454.4511
美丽之冠	431114.125424.454.451134
美东	431.152
美东	431114.15234
美国	431.2
美国	431114.251141
美人鱼铜像	431.34.95.912.32358
美人鱼铜像	431114.34.95.912510.323584
美第奇花园	431.375.13418.17.251
美第奇花园	431114.375723.134182.173235.251131
美泉宫	431.3812.4680
美泉宫	431114.381254.468080
美姑	431.5912
美姑	431114.591280
美利坚合众国	431.922.225.94.34343.2
美利坚合众国	431114.9222.225419.94.343434.251141
羡山	43114.20
羡山	431144.20
盖尔森基奥夫沙尔克竞技场	4311.3523.121212.701.3256.1134.442.3523.12803.61803.10125.1953
盖尔森基奥夫沙尔克竞技场	431184.35234.121212.7019.325684.1134.442343.35234.128035.618035.101254.19533
盖姆根	4311.5906.120
盖姆根	431184.5906.1203
盖姆利克	4311.5906.922.12803
盖姆利克	431184.5906.9222.128035
盖斯墓	4311.7033.178119
盖斯墓	431184.7033.178119
羊卓雍湖	432.21811.41563.44128
羊卓雍湖	432.218112.415631.441286
羊头山石窟	432.4413.20.14.4607
羊头山石窟	432.44134.20.14.460702
普拉亚	4322.1061.122
普拉亚	432281.1061.122
普拉亚的海滩	4322.1061.122.3.4431.44543
普拉亚的海滩	432281.1061.122.381354.443106.445431
普拉兰岛	4322.1061.43.962
普拉兰岛	432281.1061.43.9620
普林西比	4322.1212.74.1535
普林西比	432281.1212.74.1535
普列茅斯	4322.1322.1754.7033
普列茅斯	432281.1322.1754.7033
普列维萨	4322.1322.5532.17526
普列维萨	432281.1322.553241.175263
普吉岛	4322.1980.962
普吉岛	432281.1980.9620
普会寺	4322.341.19124
普会寺	432281.341154.19124
普氏野马场	4322.3515.8121.50.1953
普氏野马场	432281.3515.812114.50.19533
普尔班	4322.3523.1143
普尔班	432281.35234.114311
普尔努卢卢国家公园	4322.3523.5954.210.210.2.46.3454.251
普尔努卢卢国家公园	432281.35234.595453.2107.2107.251141.4613.3454.251131
普彤寺塔	4322.35413.19124.1917
普彤寺塔	432281.354133.19124.191794
普净寺	4322.41350.19124
普净寺	432281.413501.19124
普兰班南寺庙群	4322.43.1143.1225.19124.478.0138
普兰班南寺庙群	432281.43.114311.122542.19124.4783.013802
普渡寺	4322.4447.19124
普渡寺	432281.444714.19124
普济桥	4322.44663.129
普济桥	432281.446632.129432
普济寺	4322.44663.19124
普济寺	432281.446632.19124
普洛切	4322.4490.1553
普洛切	432281.449080.1553
普那卡	4322.51.2124
普那卡	432281.5152.2124
普陀山	4322.5246.20
普陀山	432281.524635.20
普陀宗乘之庙	4322.5246.46112.31221.454.478
普陀宗乘之庙	432281.524635.461124.312214.454.4783
普福尔茨海姆	4322.621.3523.174134.4431.5906
普福尔茨海姆	432281.621803.35234.174134.443106.5906
普照寺	4322.8153.19124
普照寺	432281.815389.19124
普罗夫迪夫	4322.849.1134.8345.1134
普罗夫迪夫	432281.8490.1134.83454.1134
普罗维登西亚群岛	4322.849.5532.561.74.122.0138.962
普罗维登西亚群岛	432281.8490.553241.561801.74.122.013802.9620
普利寺塔	4322.922.19124.1917
普利寺塔	432281.9222.19124.191794
普利耶多	4322.922.7252.909
普利耶多	432281.9222.7252.9090
善化寺	4324.3235.19124
善化寺	432430.3235.19124
善化寺三圣殿	4324.3235.19124.111.5419.07183
善化寺三圣殿	432430.3235.19124.111.5419.071834
善化寺大雄宝殿	4324.3235.19124.134.13543.4611.07183
善化寺大雄宝殿	432430.3235.19124.134.135431.46114.071834
善化寺山门	4324.3235.19124.20.42
